block_id,command,elapsed_seconds,execution_mode,exit_code,expected_repetitions,git_sha,host_arch,phase,repetition,runner_image_os,runner_image_version,runner_label,schema_version,started_at,target_arch,trial_class,workload
33793453246.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-8a466808-9368-4302-badd-617877d92224"",""--platform"",""linux/arm64"",""--target"",""prepared"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",14.668795899,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,prepare,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T18:56:27.940256Z,arm64,retained,cpython
33793453246.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-8a466808-9368-4302-badd-617877d92224"",""--platform"",""linux/arm64"",""--target"",""benchmark"",""--build-arg"",""BENCHMARK_ITERATION=33793453246-1-1"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",93.272942163,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,build-test,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T18:56:42.660143Z,arm64,retained,cpython
33793453246.1,"[""workflow-step-outcomes"",""success"",""success""]",0.0,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,verification,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T18:58:16.589147Z,arm64,retained,cpython
33793453246.1,[],0.0,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,attempt,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T18:56:19.816568Z,arm64,retained,cpython
33793453246.1,"[""python3"",""scripts/fetch_fixture.py"",""cpython"",""workloads/cpython""]",0.313678493,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,fetch,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T18:56:54.520870Z,arm64,retained,cpython
33793453246.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-43970f5d-4204-468d-89e2-dce300f09524"",""--platform"",""linux/arm64"",""--target"",""prepared"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",23.207126262,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,prepare,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T18:56:54.973040Z,arm64,retained,cpython
33793453246.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-43970f5d-4204-468d-89e2-dce300f09524"",""--platform"",""linux/arm64"",""--target"",""benchmark"",""--build-arg"",""BENCHMARK_ITERATION=33793453246-1-1"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",1242.278171946,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,build-test,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T18:57:18.223635Z,arm64,retained,cpython
33793453246.1,"[""workflow-step-outcomes"",""success"",""success""]",0.0,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,verification,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T19:18:02.264418Z,arm64,retained,cpython
33793459137.1,[],0.0,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,attempt,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T18:56:22.598410Z,arm64,retained,cpython
33793459137.1,"[""python3"",""scripts/fetch_fixture.py"",""cpython"",""workloads/cpython""]",0.256191359,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,fetch,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T18:56:30.360080Z,arm64,retained,cpython
33793459137.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-98b1e8c9-a3e1-4486-904d-d94e3bc3fcd3"",""--platform"",""linux/arm64"",""--target"",""prepared"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",14.716004204,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,prepare,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T18:56:30.752952Z,arm64,retained,cpython
33793459137.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-98b1e8c9-a3e1-4486-904d-d94e3bc3fcd3"",""--platform"",""linux/arm64"",""--target"",""benchmark"",""--build-arg"",""BENCHMARK_ITERATION=33793459137-1-1"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",88.397688357,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,build-test,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T18:56:45.519547Z,arm64,retained,cpython
33793459137.1,"[""workflow-step-outcomes"",""success"",""success""]",0.0,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,verification,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T18:58:14.529338Z,arm64,retained,cpython
33793459137.1,[],0.0,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,attempt,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T18:56:20.327915Z,arm64,retained,cpython
33793459137.1,"[""python3"",""scripts/fetch_fixture.py"",""cpython"",""workloads/cpython""]",0.186904337,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,fetch,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T18:56:30.326506Z,arm64,retained,cpython
33793459137.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-c13993f4-0a95-4e5e-8fbe-bbb4327c73c1"",""--platform"",""linux/arm64"",""--target"",""prepared"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",16.692459551,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,prepare,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T18:56:30.676158Z,arm64,retained,cpython
33793459137.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-c13993f4-0a95-4e5e-8fbe-bbb4327c73c1"",""--platform"",""linux/arm64"",""--target"",""benchmark"",""--build-arg"",""BENCHMARK_ITERATION=33793459137-1-1"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",2162.23575615,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,build-test,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T18:56:47.423266Z,arm64,retained,cpython
33793459137.1,"[""workflow-step-outcomes"",""success"",""success""]",0.0,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,verification,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T19:32:51.037179Z,arm64,retained,cpython
33797228069.1,[],0.0,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,attempt,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:34:39.348608Z,arm64,retained,cpython
33797228069.1,"[""python3"",""scripts/fetch_fixture.py"",""cpython"",""workloads/cpython""]",0.265465679,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,fetch,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:34:46.884998Z,arm64,retained,cpython
33797228069.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-432dcb1c-2fd5-4f29-b750-7ca6d4f43614"",""--platform"",""linux/arm64"",""--target"",""prepared"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",13.571210641,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,prepare,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:34:47.280523Z,arm64,retained,cpython
33797228069.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-432dcb1c-2fd5-4f29-b750-7ca6d4f43614"",""--platform"",""linux/arm64"",""--target"",""benchmark"",""--build-arg"",""BENCHMARK_ITERATION=33797228069-1-1"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",83.913966862,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,build-test,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:35:00.900540Z,arm64,retained,cpython
33797228069.1,"[""workflow-step-outcomes"",""success"",""success""]",0.0,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,verification,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:36:25.400930Z,arm64,retained,cpython
33797228069.1,[],0.0,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,attempt,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T19:34:38.830874Z,arm64,retained,cpython
33797228069.1,"[""python3"",""scripts/fetch_fixture.py"",""cpython"",""workloads/cpython""]",0.223170174,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,fetch,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T19:34:48.712395Z,arm64,retained,cpython
33797228069.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-3ffbf7a7-667c-4997-bca4-f9322d3491b8"",""--platform"",""linux/arm64"",""--target"",""prepared"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",15.572640965,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,prepare,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T19:34:49.091879Z,arm64,retained,cpython
33797228069.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-3ffbf7a7-667c-4997-bca4-f9322d3491b8"",""--platform"",""linux/arm64"",""--target"",""benchmark"",""--build-arg"",""BENCHMARK_ITERATION=33797228069-1-1"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",1949.350316903,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,build-test,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T19:35:04.723119Z,arm64,retained,cpython
33797228069.1,"[""workflow-step-outcomes"",""success"",""success""]",0.0,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,verification,1,ubuntu24,20260831.293.1,ubuntu-24.04,2,2026-09-03T20:07:35.603997Z,arm64,retained,cpython
33797234274.1,[],0.0,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,attempt,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:34:44.888341Z,arm64,retained,cpython
33797234274.1,"[""python3"",""scripts/fetch_fixture.py"",""cpython"",""workloads/cpython""]",0.426305146,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,fetch,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:34:54.013107Z,arm64,retained,cpython
33797234274.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-9c6c9e03-9ebb-4412-bc6e-360184dde856"",""--platform"",""linux/arm64"",""--target"",""prepared"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",15.877397442,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,prepare,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:34:54.575608Z,arm64,retained,cpython
33797234274.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-9c6c9e03-9ebb-4412-bc6e-360184dde856"",""--platform"",""linux/arm64"",""--target"",""benchmark"",""--build-arg"",""BENCHMARK_ITERATION=33797234274-1-1"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",88.841488172,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,build-test,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:35:10.511991Z,arm64,retained,cpython
33797234274.1,"[""workflow-step-outcomes"",""success"",""success""]",0.0,native,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,arm64,verification,1,ubuntu24-arm64,20260831.111.1,ubuntu-24.04-arm,2,2026-09-03T19:36:39.962885Z,arm64,retained,cpython
33797234274.1,[],0.0,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,attempt,1,ubuntu24,20260823.283.1,ubuntu-24.04,2,2026-09-03T19:34:40.581533Z,arm64,retained,cpython
33797234274.1,"[""python3"",""scripts/fetch_fixture.py"",""cpython"",""workloads/cpython""]",0.247968721,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,fetch,1,ubuntu24,20260823.283.1,ubuntu-24.04,2,2026-09-03T19:34:49.604174Z,arm64,retained,cpython
33797234274.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-0ce0e70b-9e21-4426-93a1-39b17d622c26"",""--platform"",""linux/arm64"",""--target"",""prepared"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",16.591163002,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,prepare,1,ubuntu24,20260823.283.1,ubuntu-24.04,2,2026-09-03T19:34:50.019453Z,arm64,retained,cpython
33797234274.1,"[""docker"",""buildx"",""build"",""--builder"",""builder-0ce0e70b-9e21-4426-93a1-39b17d622c26"",""--platform"",""linux/arm64"",""--target"",""benchmark"",""--build-arg"",""BENCHMARK_ITERATION=33797234274-1-1"",""--provenance=false"",""--sbom=false"",""--output"",""type=cacheonly"",""--progress"",""plain"",""workloads/cpython""]",1909.940400616,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,build-test,1,ubuntu24,20260823.283.1,ubuntu-24.04,2,2026-09-03T19:35:06.675956Z,arm64,retained,cpython
33797234274.1,"[""workflow-step-outcomes"",""success"",""success""]",0.0,emulated,0,1,b9d8f62d3a874ecc1fcab110476afec6397f63eb,amd64,verification,1,ubuntu24,20260823.283.1,ubuntu-24.04,2,2026-09-03T20:06:58.034749Z,arm64,retained,cpython
